borrower_id,missed_emi_count,avg_delay_days,max_delay_days,emi_income_ratio,risk_level,risk_score,recommended_action,explanation,human_decision
102,5,16.791666666666668,90,0.2906699322255769,HIGH,0.9999982905765304,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 5 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
103,2,6.875,61,0.266557825870076,MEDIUM,0.0787136359426442,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
104,4,14.458333333333334,84,1.0346503493550108,HIGH,0.9999222758299452,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, EMI exceeds income, severe payment delay (84 days)",APPROVED_ESCALATION
105,3,10.125,89,0.3040694188622017,HIGH,0.9363746621937624,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.94), 3 missed EMIs, severe payment delay (89 days)",APPROVED_ESCALATION
106,3,11.541666666666666,77,0.3325460437153562,HIGH,0.9600859299724004,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.96), 3 missed EMIs, severe payment delay (77 days)",APPROVED_ESCALATION
107,3,9.333333333333334,75,0.4364450840306561,HIGH,0.9426972176821404,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.94), 3 missed EMIs, severe payment delay (75 days)",APPROVED_ESCALATION
108,3,10.708333333333334,80,0.3885097820454268,HIGH,0.9542218999552804,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.95), 3 missed EMIs, severe payment delay (80 days)",APPROVED_ESCALATION
109,2,6.916666666666667,75,0.6206414718259176,MEDIUM,0.1212979132190404,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
110,6,21.666666666666668,88,0.5962934335844842,HIGH,0.999999996553714,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 6 missed EMIs, severe payment delay (88 days)",APPROVED_ESCALATION
111,4,14.083333333333334,90,0.3710365980022381,HIGH,0.9997408385830976,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
112,3,10.291666666666666,87,0.2931705996591394,HIGH,0.9386645126808036,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.94), 3 missed EMIs, severe payment delay (87 days)",APPROVED_ESCALATION
113,5,15.166666666666666,88,0.4318858963987445,HIGH,0.9999979703433448,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 5 missed EMIs, severe payment delay (88 days)",APPROVED_ESCALATION
114,3,10.25,87,0.4003730123232779,HIGH,0.9473390112770624,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.95), 3 missed EMIs, severe payment delay (87 days)",APPROVED_ESCALATION
115,3,14.625,76,0.3440067777832271,HIGH,0.9818236792645034,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.98), 3 missed EMIs, severe payment delay (76 days)",APPROVED_ESCALATION
116,4,13.333333333333334,72,0.2530885651995324,HIGH,0.9996666692040564,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (72 days)",APPROVED_ESCALATION
117,3,10.583333333333334,88,0.9581191295371608,HIGH,0.9794397931908556,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.98), 3 missed EMIs, high EMI burden, severe payment delay (88 days)",APPROVED_ESCALATION
118,3,8.666666666666666,79,0.3953787841974828,HIGH,0.9266604787537658,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.93), 3 missed EMIs, severe payment delay (79 days)",APPROVED_ESCALATION
119,5,17.916666666666668,87,0.4366060498355641,HIGH,0.9999990055856088,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 5 missed EMIs, severe payment delay (87 days)",APPROVED_ESCALATION
120,1,7.166666666666667,74,0.5139462233477642,MEDIUM,0.0014373302256366,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
121,2,11.125,85,0.375737413218824,MEDIUM,0.2016929609547296,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
122,1,7.208333333333333,69,0.4779681196452581,MEDIUM,0.0014208113329192,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
123,4,13.041666666666666,79,0.2618806086617245,HIGH,0.9996279636435637,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (79 days)",APPROVED_ESCALATION
124,2,10.041666666666666,71,0.4751239413508541,MEDIUM,0.1991720650730679,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
125,3,12.541666666666666,83,0.5015204609928033,HIGH,0.9749896723950928,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.97), 3 missed EMIs, severe payment delay (83 days)",APPROVED_ESCALATION
126,3,19.95833333333333,90,0.3986578064162756,HIGH,0.9951910011151788,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 3 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
127,6,24.20833333333333,90,0.3854339776406356,HIGH,0.9999999974282604,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 6 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
128,3,9.25,90,0.5146480037749437,HIGH,0.9425640590494674,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.94), 3 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
129,3,9.416666666666666,85,0.5873006231578496,HIGH,0.9522425286012854,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.95), 3 missed EMIs, severe payment delay (85 days)",APPROVED_ESCALATION
130,3,14.333333333333334,86,0.5104062897659026,HIGH,0.9838773204361132,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.98), 3 missed EMIs, severe payment delay (86 days)",APPROVED_ESCALATION
131,1,4.791666666666667,77,0.5189386899425285,MEDIUM,0.0007761664811093,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
132,3,9.666666666666666,84,0.6751804567094851,HIGH,0.9610054007168014,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.96), 3 missed EMIs, high EMI burden, severe payment delay (84 days)",APPROVED_ESCALATION
133,1,5.708333333333333,72,0.2547286395935601,MEDIUM,0.0006641280066864,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
134,2,9.083333333333334,72,0.5563882103006941,MEDIUM,0.1807130138055167,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
135,3,8.75,72,0.2359352067925336,HIGH,0.913041954593624,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.91), 3 missed EMIs, severe payment delay (72 days)",APPROVED_ESCALATION
136,1,8.416666666666666,62,0.4734147998326891,MEDIUM,0.0020142718444062,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
137,2,9.458333333333334,81,0.5994638729326858,MEDIUM,0.1960459632661086,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
138,0,1.9166666666666667,24,0.411713469358649,LOW,1.0943266444381129e-07,MONITOR,Decision made because ,AUTO_APPROVED
139,4,15.0,87,0.6136454281651584,HIGH,0.9998638982220882,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, high EMI burden, severe payment delay (87 days)",APPROVED_ESCALATION
140,3,10.0,83,0.4270365487507621,HIGH,0.9477290566206438,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.95), 3 missed EMIs, severe payment delay (83 days)",APPROVED_ESCALATION
141,4,14.708333333333334,86,0.4284385095629415,HIGH,0.9998040337427928,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (86 days)",APPROVED_ESCALATION
142,4,12.916666666666666,89,0.6050533920261991,HIGH,0.9997623668726164,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, high EMI burden, severe payment delay (89 days)",APPROVED_ESCALATION
143,2,9.75,72,0.4805524776607822,MEDIUM,0.187857175864986,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
144,3,10.916666666666666,78,0.3931182661029568,HIGH,0.9573724945593124,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.96), 3 missed EMIs, severe payment delay (78 days)",APPROVED_ESCALATION
145,2,8.458333333333334,83,0.6150866254234201,MEDIUM,0.1605096504431478,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
146,1,7.125,84,0.2798596132051329,MEDIUM,0.0009096065270818,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
147,2,10.25,87,0.5756472800741144,MEDIUM,0.2156680986583108,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
148,3,12.0,89,0.4827465199963634,HIGH,0.9693071902407924,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.97), 3 missed EMIs, severe payment delay (89 days)",APPROVED_ESCALATION
149,3,10.166666666666666,85,0.2298510921837881,HIGH,0.9314288030102056,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.93), 3 missed EMIs, severe payment delay (85 days)",APPROVED_ESCALATION
150,4,16.833333333333332,85,0.5560881443573011,HIGH,0.9999076263003476,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (85 days)",APPROVED_ESCALATION
151,6,19.95833333333333,81,0.2113581139426069,HIGH,0.9999999906063618,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 6 missed EMIs, severe payment delay (81 days)",APPROVED_ESCALATION
152,4,12.125,87,0.4203059772968114,HIGH,0.9996145710882014,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (87 days)",APPROVED_ESCALATION
153,4,13.125,76,0.3944154907545965,HIGH,0.99971183539138,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (76 days)",APPROVED_ESCALATION
154,2,6.666666666666667,68,0.2239534507839017,MEDIUM,0.0671530413265558,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
155,3,18.70833333333333,90,0.4962947828204324,HIGH,0.9943572725112224,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.99), 3 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
156,4,12.25,78,0.4658691083408215,HIGH,0.9996745323174528,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (78 days)",APPROVED_ESCALATION
157,4,16.25,88,0.4704660987095916,HIGH,0.999874411356106,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (88 days)",APPROVED_ESCALATION
158,4,12.708333333333334,73,0.5096005027114753,HIGH,0.9997394115277576,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (73 days)",APPROVED_ESCALATION
159,4,12.375,89,0.4586934436157031,HIGH,0.9996550332319436,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (89 days)",APPROVED_ESCALATION
160,2,9.041666666666666,69,0.592791566454144,MEDIUM,0.1912015879888744,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
161,3,9.25,75,1.180308027419063,HIGH,0.9815592173652882,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.98), 3 missed EMIs, EMI exceeds income, severe payment delay (75 days)",APPROVED_ESCALATION
162,3,14.333333333333334,79,0.3289349920961366,HIGH,0.9795592200507202,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.98), 3 missed EMIs, severe payment delay (79 days)",APPROVED_ESCALATION
163,3,9.458333333333334,69,0.7879081953791909,HIGH,0.9689232796482822,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.97), 3 missed EMIs, high EMI burden, severe payment delay (69 days)",APPROVED_ESCALATION
164,3,11.875,83,0.237984496124031,HIGH,0.9556488628663156,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.96), 3 missed EMIs, severe payment delay (83 days)",APPROVED_ESCALATION
165,2,9.083333333333334,82,0.5132939271892445,MEDIUM,0.1608281107929545,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
166,4,14.25,90,0.3578172767361957,HIGH,0.9997462497016648,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
167,5,16.083333333333332,69,0.3500350537741021,HIGH,0.999998398402562,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 5 missed EMIs, severe payment delay (69 days)",APPROVED_ESCALATION
168,2,9.0,77,0.8802798389000829,MEDIUM,0.2596341817942295,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
169,3,13.041666666666666,80,0.8210725717460675,HIGH,0.9869403475846656,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.99), 3 missed EMIs, high EMI burden, severe payment delay (80 days)",APPROVED_ESCALATION
170,3,17.208333333333332,88,0.5599336850031017,HIGH,0.9926604906425917,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.99), 3 missed EMIs, severe payment delay (88 days)",APPROVED_ESCALATION
171,5,14.375,86,0.4350821461615826,HIGH,0.999997565782413,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 5 missed EMIs, severe payment delay (86 days)",APPROVED_ESCALATION
172,1,6.083333333333333,78,0.3592166371246547,MEDIUM,0.0008277579453946,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
173,4,13.958333333333334,84,0.5578529283788668,HIGH,0.9998101387872383,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (84 days)",APPROVED_ESCALATION
174,3,12.791666666666666,75,0.6995787061308919,HIGH,0.9837291563396624,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.98), 3 missed EMIs, high EMI burden, severe payment delay (75 days)",APPROVED_ESCALATION
175,3,8.041666666666666,68,0.6777058464096184,HIGH,0.9483288890704769,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.95), 3 missed EMIs, high EMI burden, severe payment delay (68 days)",APPROVED_ESCALATION
176,4,14.625,87,0.9039362571709052,HIGH,0.9999060986524484,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, high EMI burden, severe payment delay (87 days)",APPROVED_ESCALATION
177,2,9.875,80,0.2838818973862536,MEDIUM,0.1412049920577167,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
178,4,12.333333333333334,81,0.8871952350304619,HIGH,0.9998345635541364,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, high EMI burden, severe payment delay (81 days)",APPROVED_ESCALATION
179,3,10.833333333333334,85,0.7422903704001133,HIGH,0.9734472427119012,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.97), 3 missed EMIs, high EMI burden, severe payment delay (85 days)",APPROVED_ESCALATION
180,3,11.333333333333334,90,0.3475960143493794,HIGH,0.955162936831468,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.96), 3 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
181,3,15.166666666666666,90,0.3140789570597334,HIGH,0.9816392070425431,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.98), 3 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
182,4,12.583333333333334,82,0.3255569684183055,HIGH,0.9996145146527602,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (82 days)",APPROVED_ESCALATION
183,3,10.833333333333334,69,0.3078602147354692,HIGH,0.9533667777386112,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.95), 3 missed EMIs, severe payment delay (69 days)",APPROVED_ESCALATION
184,2,9.583333333333334,87,0.5242713976189591,MEDIUM,0.1760930211243177,MONITOR,"Decision made because 2 missed EMIs, occasional payment delays",AUTO_APPROVED
185,1,5.291666666666667,77,0.6361424727145253,MEDIUM,0.0010636555027777,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
186,4,12.791666666666666,87,0.7508391688075681,HIGH,0.9998086692894276,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, high EMI burden, severe payment delay (87 days)",APPROVED_ESCALATION
187,4,12.666666666666666,85,0.540341073760194,HIGH,0.9997269421318612,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (85 days)",APPROVED_ESCALATION
188,3,12.291666666666666,86,0.3127991164560069,HIGH,0.9635596066805378,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.96), 3 missed EMIs, severe payment delay (86 days)",APPROVED_ESCALATION
189,4,13.166666666666666,87,0.5170442806969217,HIGH,0.9997467555208716,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (87 days)",APPROVED_ESCALATION
190,3,9.791666666666666,68,1.7573227576847497,HIGH,0.9938757882217772,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.99), 3 missed EMIs, EMI exceeds income, severe payment delay (68 days)",APPROVED_ESCALATION
191,4,12.708333333333334,81,0.5717646787793629,HIGH,0.9997503395540126,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 4 missed EMIs, severe payment delay (81 days)",APPROVED_ESCALATION
192,1,6.916666666666667,87,0.372076563069178,MEDIUM,0.0009792665639552,MONITOR,"Decision made because 1 missed EMIs, occasional payment delays",AUTO_APPROVED
193,3,8.708333333333334,76,0.2503543517974569,HIGH,0.911768175480612,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.91), 3 missed EMIs, severe payment delay (76 days)",APPROVED_ESCALATION
194,3,8.958333333333334,83,0.5169079596800533,HIGH,0.941440522333023,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.94), 3 missed EMIs, severe payment delay (83 days)",APPROVED_ESCALATION
195,3,10.833333333333334,74,0.2578151200550622,HIGH,0.9479261600151796,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.95), 3 missed EMIs, severe payment delay (74 days)",APPROVED_ESCALATION
196,3,13.333333333333334,70,0.5742971934404725,HIGH,0.983274260794592,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.98), 3 missed EMIs, severe payment delay (70 days)",APPROVED_ESCALATION
197,3,10.958333333333334,88,0.7985996031351158,HIGH,0.9759333385066428,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.98), 3 missed EMIs, high EMI burden, severe payment delay (88 days)",APPROVED_ESCALATION
198,5,15.875,89,0.278588281561706,HIGH,0.9999978155638568,ESCALATE_TO_OFFICER,"Decision made because high risk score (1.00), 5 missed EMIs, severe payment delay (89 days)",APPROVED_ESCALATION
199,3,10.375,90,0.2764842670677898,HIGH,0.9370896533622856,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.94), 3 missed EMIs, severe payment delay (90 days)",APPROVED_ESCALATION
200,3,10.291666666666666,81,0.3393647037407846,HIGH,0.9450655796843952,ESCALATE_TO_OFFICER,"Decision made because high risk score (0.95), 3 missed EMIs, severe payment delay (81 days)",APPROVED_ESCALATION
